,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target_00,target_01
708,7.148,10.803333324,38984061.0,44.63475,152.18179999999998,332220.0,332220.0,1125.8339999999998,561.15,972.141,296500.0,99800.0,1568900.0,103499.99999999999,0.45773,0.906,0.953,0.975
709,8.206,12.346666656,50996237.0,51.45901666666667,155.27835,438135.0,438135.0,1223.234,561.15,1013.943,357800.0,99800.0,1864200.0,104099.99999999999,0.62322,1.234,0.953,0.975
710,9.3,13.889999988,72761919.00000001,59.339949999999995,162.91561666666666,645054.0,645054.0,1385.4029999999998,561.15,1061.132,450100.00000000006,99800.0,2283100.0,104900.0,0.9231699999999999,1.827,0.953,0.975
711,1.138,1.543333332,283855.0,22.317016666666667,111.10488333333332,6993.0,6993.0,740.8589999999999,561.15,822.996,109500.0,99800.0,594200.0,101899.99999999999,0.12683,0.091,0.953,0.976
712,2.088,3.086666664,6863785.0,22.753516666666666,113.62276666666666,26178.0,26178.0,906.81,561.15,853.405,132600.0,99800.0,724700.0,101899.99999999999,0.16125,0.289,0.953,0.976
713,3.144,4.6299999960000005,8378933.000000001,23.1126,118.45746666666668,60347.0,60347.0,876.91,561.15,859.917,138900.0,99800.0,756800.0,102000.0,0.13,0.257,0.953,0.976
714,4.161,6.173333328,14724038.999999998,25.791066666666666,129.79433333333333,113789.0,113789.0,932.297,561.15,886.167,165800.0,99800.0,900100.0,102200.0,0.1801,0.357,0.953,0.976
715,5.14,7.71666666,21635656.000000004,32.07188333333333,141.54591666666664,175268.0,175268.0,1002.009,561.15,917.8439999999999,207900.00000000003,99800.0,1119000.0,102600.0,0.26243,0.519,0.953,0.976
716,6.175,9.259999992000001,29792107.000000004,38.457049999999995,147.10166666666666,246288.0,246288.0,1070.835,561.15,948.574,250199.99999999997,99800.0,1334800.0,103000.0,0.35609,0.705,0.953,0.976
717,7.148,10.803333324,38983650.0,44.63475,152.19015,332145.0,332145.0,1124.789,561.15,971.965,296500.0,99800.0,1567100.0,103499.99999999999,0.45691000000000004,0.905,0.953,0.976
718,8.206,12.346666656,50996704.00000001,51.45941666666667,155.28459999999998,437995.0,437995.0,1222.184,561.15,1013.7769999999999,357800.0,99800.0,1862099.9999999998,104099.99999999999,0.6222500000000001,1.232,0.953,0.976
719,9.3,13.889999988,72763608.0,59.33988333333333,162.92918333333333,645005.0,645005.0,1384.502,561.15,1060.9859999999999,450000.0,99800.0,2280300.0,104900.0,0.92211,1.825,0.953,0.976
720,1.138,1.543333332,458884.0,22.643933333333333,111.36588333333334,8086.0,8086.0,737.0909999999999,561.15,823.751,110300.0,99800.0,597200.0,101899.99999999999,0.01659,0.079,0.953,0.977
721,2.088,3.086666664,6734426.0,22.689883333333334,113.62648333333333,25477.0,25477.0,903.534,561.15,852.715,132100.0,99800.0,721500.0,101899.99999999999,0.17924,0.287,0.953,0.977
722,3.144,4.6299999960000005,8379035.0,23.112616666666668,118.50049999999999,60345.0,60345.0,876.081,561.15,859.7669999999999,138900.0,99800.0,756100.0,102000.0,0.12966,0.257,0.953,0.977
723,4.161,6.173333328,14724149.0,25.791066666666666,129.82778333333334,113797.0,113797.0,931.3969999999999,561.15,886.004,165800.0,99800.0,899200.0000000001,102200.0,0.17967,0.356,0.953,0.977
724,5.14,7.71666666,21635847.0,32.07191666666667,141.56115,175298.0,175298.0,1001.013,561.15,917.659,207900.00000000003,99800.0,1117800.0,102600.0,0.26187,0.518,0.953,0.977
725,6.175,9.259999992000001,29792460.0,38.45681666666667,147.11896666666667,246242.0,246242.0,1069.703,561.15,948.348,250199.99999999997,99800.0,1333400.0,103000.0,0.35535,0.704,0.953,0.977
726,7.148,10.803333324,38983212.0,44.634766666666664,152.1985,332188.0,332188.0,1123.7469999999998,561.15,971.79,296400.0,99800.0,1565400.0,103499.99999999999,0.4561,0.903,0.953,0.977
727,8.206,12.346666656,50997111.0,51.4597,155.29081666666667,438092.0,438092.0,1221.137,561.15,1013.612,357700.0,99800.0,1859900.0,104099.99999999999,0.62127,1.23,0.953,0.977
728,9.3,13.889999988,72763282.0,59.34011666666667,162.94226666666665,645061.0,645061.0,1383.592,561.15,1060.841,449899.99999999994,99800.0,2277600.0,104900.0,0.92103,1.823,0.953,0.977
729,1.138,1.543333332,814776.0,22.899483333333333,111.58443333333332,8968.0,8968.0,746.809,561.15,825.967,111900.0,99800.0,605900.0,101899.99999999999,0.0,0.089,0.953,0.978
730,2.088,3.086666664,6721350.0,22.685433333333332,113.66583333333332,25432.0,25432.0,902.375,561.15,852.53,132000.0,99800.0,720600.0,101899.99999999999,0.18094000000000002,0.286,0.953,0.978
731,3.144,4.6299999960000005,8379164.000000001,23.112616666666668,118.54356666666666,60352.0,60352.0,875.254,561.15,859.617,138900.0,99800.0,755300.0,102000.0,0.12932000000000002,0.256,0.953,0.978
732,4.161,6.173333328,14724163.999999998,25.791083333333333,129.86116666666666,113797.0,113797.0,930.4979999999999,561.15,885.841,165800.0,99800.0,898300.0,102200.0,0.17924,0.355,0.953,0.978
733,5.14,7.71666666,21635978.0,32.07195,141.57635,175303.0,175303.0,1000.019,561.15,917.475,207900.00000000003,99800.0,1116700.0,102600.0,0.2613,0.517,0.953,0.978
734,6.175,9.259999992000001,29792810.0,38.456633333333336,147.13625,246213.0,246213.0,1068.5749999999998,561.15,948.122,250199.99999999997,99800.0,1332000.0,103000.0,0.35462000000000005,0.702,0.953,0.978
735,7.148,10.803333324,38982816.0,44.63478333333333,152.20685,332103.0,332103.0,1122.708,561.15,971.615,296400.0,99800.0,1563700.0,103499.99999999999,0.45528,0.901,0.953,0.978
736,8.206,12.346666656,50997390.0,51.459966666666666,155.29698333333332,438136.0,438136.0,1220.0929999999998,561.15,1013.448,357600.0,99800.0,1857800.0,104099.99999999999,0.6203000000000001,1.228,0.953,0.978
737,9.3,13.889999988,72765007.0,59.34008333333333,162.9557,645071.0,645071.0,1382.696,561.15,1060.6970000000001,449800.0,99800.0,2274800.0,104900.0,0.9199700000000001,1.821,0.953,0.978
738,1.138,1.543333332,1069807.0,23.046333333333333,111.729,9480.0,9480.0,753.867,561.15,827.379,113100.0,99800.0,611400.0,101899.99999999999,0.0,0.097,0.953,0.979
739,2.088,3.086666664,6638359.0,22.651533333333333,113.6872,25064.0,25064.0,899.8299999999999,561.15,852.048,131700.0,99800.0,718300.0,101899.99999999999,0.19003,0.284,0.953,0.979
740,3.144,4.6299999960000005,8379243.0,23.112633333333335,118.58659999999999,60360.0,60360.0,874.428,561.15,859.468,138900.0,99800.0,754600.0,102000.0,0.12898,0.255,0.953,0.979
741,4.161,6.173333328,14724321.000000002,25.791099999999997,129.89475000000002,113799.0,113799.0,929.602,561.15,885.678,165700.0,99800.0,897400.0,102200.0,0.17881,0.354,0.953,0.979
742,5.14,7.71666666,21636257.999999996,32.07195,141.59161666666665,175277.0,175277.0,999.029,561.15,917.292,207799.99999999997,99800.0,1115500.0,102600.0,0.26074,0.516,0.953,0.979
743,6.175,9.259999992000001,29793089.0,38.45636666666667,147.15348333333336,246256.0,246256.0,1067.4499999999998,561.15,947.8969999999999,250100.0,99800.0,1330700.0,103000.0,0.35389000000000004,0.701,0.953,0.979
744,7.148,10.803333324,38982405.0,44.634800000000006,152.21518333333333,332095.0,332095.0,1121.672,561.15,971.441,296300.0,99800.0,1561900.0,103499.99999999999,0.45447000000000004,0.9,0.953,0.979
745,8.206,12.346666656,50997560.99999999,51.46018333333333,155.30311666666665,438136.0,438136.0,1219.0520000000001,561.15,1013.283,357500.0,99800.0,1855699.9999999998,104099.99999999999,0.61933,1.226,0.953,0.979
746,9.3,13.889999988,72765953.0,59.340066666666665,162.96888333333334,644820.0,644820.0,1381.7979999999998,561.15,1060.554,449700.0,99800.0,2272100.0,104900.0,0.9189100000000001,1.819,0.953,0.979
747,1.138,1.543333332,1346847.0,23.186733333333333,111.86999999999999,9977.0,9977.0,761.4449999999999,561.15,828.856,114199.99999999999,99800.0,617300.0,101899.99999999999,0.0,0.106,0.953,0.98
748,2.088,3.086666664,6401758.0,22.586683333333333,113.68943333333333,24356.0,24356.0,893.7189999999999,561.15,850.941,130900.0,99800.0,713100.0,101899.99999999999,0.20523,0.278,0.953,0.98
749,3.144,4.6299999960000005,8379357.0,23.112633333333335,118.62968333333333,60354.0,60354.0,873.6039999999999,561.15,859.318,138900.0,99800.0,753900.0,102000.0,0.12864,0.255,0.953,0.98
750,4.161,6.173333328,14724325.0,25.791116666666667,129.92816666666667,113792.0,113792.0,928.708,561.15,885.515,165700.0,99800.0,896400.0,102200.0,0.17839,0.353,0.953,0.98
751,5.14,7.71666666,21636529.0,32.07196666666667,141.60688333333334,175328.0,175328.0,998.0409999999999,561.15,917.1089999999999,207799.99999999997,99800.0,1114400.0,102600.0,0.26017,0.515,0.953,0.98
752,6.175,9.259999992000001,29793414.0,38.45616666666666,147.17075,246285.0,246285.0,1066.329,561.15,947.672,250100.0,99800.0,1329300.0,103000.0,0.35316000000000003,0.699,0.953,0.98
753,7.148,10.803333324,38981995.0,44.634800000000006,152.2235,332212.0,332212.0,1120.638,561.15,971.268,296200.0,99800.0,1560200.0,103499.99999999999,0.45366,0.898,0.953,0.98
754,8.206,12.346666656,50997710.99999999,51.46033333333333,155.30921666666666,438112.0,438112.0,1218.013,561.15,1013.12,357400.0,99800.0,1853500.0,104099.99999999999,0.61836,1.224,0.953,0.98
755,9.3,13.889999988,72766525.0,59.34016666666666,162.98193333333333,644793.0,644793.0,1380.9009999999998,561.15,1060.411,449500.0,99800.0,2269400.0,104900.0,0.9178499999999999,1.817,0.953,0.98
756,1.138,1.543333332,2127863.0,23.467083333333335,112.11075000000001,10996.0,10996.0,784.8209999999999,561.15,833.241,117500.0,99800.0,635100.0,101899.99999999999,0.0,0.132,0.953,0.981
757,2.088,3.086666664,6181754.0,22.542333333333332,113.70413333333333,23869.0,23869.0,887.723,561.15,849.956,130200.0,99800.0,708500.0,101899.99999999999,0.21533000000000002,0.271,0.953,0.981
758,3.144,4.6299999960000005,8379520.0,23.11265,118.67281666666666,60364.0,60364.0,872.7819999999999,561.15,859.169,138900.0,99800.0,753100.0,102000.0,0.1283,0.254,0.953,0.981
759,4.161,6.173333328,14724465.0,25.791116666666667,129.96179999999998,113788.0,113788.0,927.817,561.15,885.353,165700.0,99800.0,895500.0,102200.0,0.17796,0.352,0.953,0.981
760,5.14,7.71666666,21636807.999999996,32.071999999999996,141.62215,175280.0,175280.0,997.0559999999999,561.15,916.9259999999999,207799.99999999997,99800.0,1113200.0,102600.0,0.25961,0.514,0.953,0.981
761,6.175,9.259999992000001,29793696.0,38.45596666666667,147.18798333333334,246249.0,246249.0,1065.211,561.15,947.448,250000.0,99800.0,1327900.0,103000.0,0.35243,0.698,0.953,0.981
762,7.148,10.803333324,38981602.0,44.634800000000006,152.23183333333333,332187.0,332187.0,1119.608,561.15,971.095,296200.0,99800.0,1558500.0,103499.99999999999,0.45285,0.897,0.953,0.981
763,8.206,12.346666656,50997758.0,51.46045,155.31529999999998,438118.0,438118.0,1216.9769999999999,561.15,1012.957,357300.0,99800.0,1851400.0,104099.99999999999,0.61739,1.222,0.953,0.981
764,9.3,13.889999988,72766931.0,59.34025,162.99486666666664,644741.0,644741.0,1380.0059999999999,561.15,1060.269,449400.0,99800.0,2266600.0,104900.0,0.91678,1.815,0.953,0.981
765,1.138,1.543333332,2636327.0,23.571366666666666,112.22869999999999,11389.0,11389.0,799.784,561.15,835.779,119500.0,99800.0,645700.0,101899.99999999999,0.0,0.15,0.953,0.982
766,2.088,3.086666664,6202263.0,22.54465,113.74783333333333,23887.0,23887.0,887.338,561.15,849.861,130200.0,99800.0,708100.0,101899.99999999999,0.21327000000000002,0.271,0.953,0.982
767,3.144,4.6299999960000005,8379593.999999999,23.11265,118.71588333333334,60359.0,60359.0,871.961,561.15,859.02,138800.0,99800.0,752400.0,102000.0,0.12796,0.253,0.953,0.982
768,4.161,6.173333328,14724497.0,25.791133333333335,129.9953,113788.0,113788.0,926.927,561.15,885.191,165700.0,99800.0,894600.0,102200.0,0.17754,0.351,0.953,0.982
769,5.14,7.71666666,21636748.0,32.072050000000004,141.63726666666668,175321.0,175321.0,996.071,561.15,916.7429999999999,207700.0,99800.0,1112100.0,102600.0,0.25905,0.513,0.953,0.982
770,6.175,9.259999992000001,29793976.000000004,38.45571666666666,147.20518333333334,246313.0,246313.0,1064.097,561.15,947.225,250000.0,99800.0,1326500.0,103000.0,0.3517,0.696,0.953,0.982
771,7.148,10.803333324,38981060.0,44.634766666666664,152.24026666666666,332069.0,332069.0,1118.5720000000001,561.15,970.923,296100.0,99800.0,1556800.0,103499.99999999999,0.45203000000000004,0.895,0.953,0.982
772,8.206,12.346666656,50997742.0,51.46046666666667,155.32133333333334,437998.0,437998.0,1215.944,561.15,1012.794,357200.0,99800.0,1849299.9999999998,104099.99999999999,0.6164200000000001,1.22,0.953,0.982
773,9.3,13.889999988,72768730.0,59.34021666666666,163.00803333333334,644805.0,644805.0,1379.121,561.15,1060.129,449300.00000000006,99800.0,2263900.0,104900.0,0.91574,1.813,0.953,0.982
774,1.138,1.543333332,3373151.0,23.639683333333334,112.32495,11649.0,11649.0,821.534,561.15,839.163,122200.0,99800.0,660100.0,101899.99999999999,0.0,0.175,0.953,0.983
775,2.088,3.086666664,6325462.0,22.5737,113.80868333333332,24215.0,24215.0,889.316,561.15,850.223,130600.0,99800.0,709800.0,101899.99999999999,0.20804,0.274,0.953,0.983
776,3.144,4.6299999960000005,8379665.999999999,23.112666666666666,118.75895,60361.0,60361.0,871.1419999999999,561.15,858.87,138800.0,99800.0,751700.0,102000.0,0.12762,0.253,0.953,0.983
777,4.161,6.173333328,14724615.0,25.791133333333335,130.02896666666666,113802.0,113802.0,926.0409999999999,561.15,885.029,165600.0,99800.0,893699.9999999999,102200.0,0.17711,0.351,0.953,0.983
778,5.14,7.71666666,21636998.0,32.07208333333333,141.65253333333334,175287.0,175287.0,995.091,561.15,916.5609999999999,207700.0,99800.0,1110900.0,102600.0,0.25849,0.512,0.953,0.983
779,6.175,9.259999992000001,29794371.0,38.4556,147.22251666666668,246251.0,246251.0,1062.9859999999999,561.15,947.0029999999999,250000.0,99800.0,1325100.0,103000.0,0.35098,0.695,0.953,0.983
780,7.148,10.803333324,38980455.0,44.63466666666667,152.24874999999997,332063.0,332063.0,1117.5349999999999,561.15,970.752,296100.0,99800.0,1555100.0,103499.99999999999,0.45122,0.893,0.953,0.983
781,8.206,12.346666656,50997660.99999999,51.46041666666667,155.32731666666666,438139.0,438139.0,1214.914,561.15,1012.632,357100.0,99800.0,1847100.0,104099.99999999999,0.61546,1.218,0.953,0.983
782,9.3,13.889999988,72768895.0,59.3403,163.02076666666665,644808.0,644808.0,1378.228,561.15,1059.989,449200.0,99800.0,2261200.0,104900.0,0.91468,1.811,0.953,0.983
783,1.138,1.543333332,4453216.0,23.601433333333333,112.35594999999999,11523.0,11523.0,853.5609999999999,561.15,843.6949999999999,125800.0,99800.0,679800.0,101899.99999999999,0.0,0.213,0.953,0.984
784,2.088,3.086666664,6026545.0,22.513266666666667,113.8143,23551.0,23551.0,881.521,561.15,848.905,129700.0,99800.0,703700.0,101899.99999999999,0.22131,0.265,0.953,0.984
785,3.144,4.6299999960000005,8379782.999999999,23.112683333333333,118.80206666666666,60367.0,60367.0,870.3249999999999,561.15,858.721,138800.0,99800.0,750900.0,102000.0,0.12728,0.252,0.953,0.984
786,4.161,6.173333328,14724748.0,25.791150000000002,130.06268333333333,113778.0,113778.0,925.156,561.15,884.8679999999999,165600.0,99800.0,892800.0000000001,102200.0,0.17669,0.35,0.953,0.984
787,5.14,7.71666666,21637129.0,32.072116666666666,141.66773333333333,175328.0,175328.0,994.112,561.15,916.379,207700.0,99800.0,1109800.0,102600.0,0.25793,0.511,0.953,0.984
788,6.175,9.259999992000001,29794639.0,38.45536666666667,147.23971666666665,246248.0,246248.0,1061.878,561.15,946.78,249900.0,99800.0,1323800.0,103000.0,0.35025,0.693,0.953,0.984
789,7.148,10.803333324,38980068.99999999,44.63463333333333,152.25723333333332,332138.0,332138.0,1116.5,561.15,970.581,296000.0,99800.0,1553400.0,103499.99999999999,0.45041,0.892,0.953,0.984
790,8.206,12.346666656,50997520.0,51.46041666666667,155.33329999999998,438037.0,438037.0,1213.886,561.15,1012.47,357000.0,99800.0,1845000.0,104099.99999999999,0.6145,1.217,0.953,0.984
791,9.3,13.889999988,72769512.99999999,59.34043333333333,163.03355000000002,644917.0,644917.0,1377.342,561.15,1059.85,449000.0,99800.0,2258500.0,104900.0,0.91362,1.809,0.953,0.984
792,1.138,1.543333332,5031919.0,23.52381666666667,112.3523,11245.0,11245.0,869.365,561.15,845.913,127600.0,99800.0,689800.0,101899.99999999999,0.0,0.233,0.953,0.985
793,2.088,3.086666664,5863959.0,22.493966666666665,113.84446666666666,23334.0,23334.0,876.6859999999999,561.15,848.156,129099.99999999999,99800.0,700300.0,101899.99999999999,0.22506,0.26,0.953,0.985
794,3.144,4.6299999960000005,8379861.999999999,23.112683333333333,118.84516666666667,60365.0,60365.0,869.51,561.15,858.572,138800.0,99800.0,750200.0,102000.0,0.12695,0.251,0.953,0.985
795,4.161,6.173333328,14724784.0,25.791150000000002,130.09626666666665,113801.0,113801.0,924.273,561.15,884.707,165600.0,99800.0,891900.0,102200.0,0.17626000000000003,0.349,0.953,0.985
796,5.14,7.71666666,21637166.0,32.07215,141.6829,175320.0,175320.0,993.135,561.15,916.197,207700.0,99800.0,1108700.0,102600.0,0.25737,0.509,0.953,0.985
797,6.175,9.259999992000001,29794922.000000004,38.45518333333334,147.25691666666668,246325.0,246325.0,1060.774,561.15,946.559,249900.0,99800.0,1322400.0,103000.0,0.34953000000000006,0.692,0.953,0.985
798,7.148,10.803333324,38979685.0,44.63463333333333,152.26568333333336,332115.0,332115.0,1115.4679999999998,561.15,970.411,295900.0,99800.0,1551700.0,103499.99999999999,0.4496,0.89,0.953,0.985
799,8.206,12.346666656,50997435.99999999,51.460366666666665,155.33928333333333,437992.0,437992.0,1212.862,561.15,1012.309,357000.0,99800.0,1842899.9999999998,104099.99999999999,0.61354,1.215,0.953,0.985
800,9.3,13.889999988,72770231.0,59.34041666666667,163.04626666666667,644891.0,644891.0,1376.458,561.15,1059.711,448900.0,99800.0,2255700.0,104900.0,0.91258,1.806,0.953,0.985
801,1.138,1.543333332,5586989.0,23.430183333333332,112.34005,10906.0,10906.0,884.444,561.15,847.831,129200.0,99800.0,698500.0,101899.99999999999,0.0,0.251,0.953,0.986
802,2.088,3.086666664,5723041.0,22.477683333333335,113.87645,23155.0,23155.0,872.27,561.15,847.4209999999999,128699.99999999999,99800.0,696900.0,101899.99999999999,0.22538,0.255,0.953,0.986
803,3.144,4.6299999960000005,8380009.0,23.1127,118.88835,60370.0,60370.0,868.696,561.15,858.424,138800.0,99800.0,749500.0,102000.0,0.12661,0.251,0.953,0.986
804,4.161,6.173333328,14724778.999999998,25.791166666666665,130.12985,113804.0,113804.0,923.3919999999999,561.15,884.5459999999999,165600.0,99800.0,891000.0,102200.0,0.17584,0.348,0.953,0.986
805,5.14,7.71666666,21637345.0,32.07218333333333,141.69815,175319.0,175319.0,992.1619999999999,561.15,916.016,207600.0,99800.0,1107500.0,102600.0,0.25681000000000004,0.508,0.953,0.986
806,6.175,9.259999992000001,29795234.0,38.455016666666666,147.27415000000002,246264.0,246264.0,1059.673,561.15,946.338,249900.0,99800.0,1321000.0,103000.0,0.34881,0.691,0.953,0.986
807,7.148,10.803333324,38979346.0,44.6346,152.27415000000002,332100.0,332100.0,1114.438,561.15,970.241,295900.0,99800.0,1550000.0,103499.99999999999,0.44878999999999997,0.889,0.953,0.986
808,8.206,12.346666656,50997315.0,51.46033333333333,155.34525,438137.0,438137.0,1211.8400000000001,561.15,1012.149,356900.0,99800.0,1840800.0000000002,104099.99999999999,0.61258,1.213,0.953,0.986
809,9.3,13.889999988,72771707.0,59.34036666666667,163.05908333333332,645131.0,645131.0,1375.5810000000001,561.15,1059.574,448800.00000000006,99800.0,2253000.0,104900.0,0.91154,1.804,0.953,0.986
810,1.138,1.543333332,6906802.0,23.106749999999998,112.19001666666666,9752.0,9752.0,922.327,561.15,852.16,132600.0,99800.0,718600.0,101899.99999999999,0.0,0.298,0.953,0.987
811,2.088,3.086666664,5556119.0,22.457616666666667,113.90681666666666,22936.0,22936.0,867.345,561.15,846.65,128099.99999999999,99800.0,693400.0,101899.99999999999,0.22988,0.25,0.953,0.987
812,3.144,4.6299999960000005,8380076.999999999,23.1127,118.93146666666667,60371.0,60371.0,867.884,561.15,858.275,138800.0,99800.0,748700.0,102000.0,0.12627000000000002,0.25,0.953,0.987
813,4.161,6.173333328,14724999.0,25.791183333333333,130.16376666666667,113780.0,113780.0,922.514,561.15,884.386,165600.0,99800.0,890100.0,102200.0,0.17542000000000002,0.347,0.953,0.987
814,5.14,7.71666666,21637566.000000004,32.07221666666667,141.7134,175318.0,175318.0,991.191,561.15,915.8349999999999,207600.0,99800.0,1106400.0,102600.0,0.25625,0.507,0.953,0.987
815,6.175,9.259999992000001,29795562.0,38.454883333333335,147.2914,246337.0,246337.0,1058.576,561.15,946.1179999999999,249800.00000000003,99800.0,1319700.0,103000.0,0.34808999999999996,0.689,0.953,0.987
816,7.148,10.803333324,38978949.0,44.63463333333333,152.2826,332102.0,332102.0,1113.411,561.15,970.072,295800.0,99800.0,1548300.0,103499.99999999999,0.44798000000000004,0.887,0.953,0.987
817,8.206,12.346666656,50997220.0,51.46028333333334,155.3512,438135.0,438135.0,1210.8220000000001,561.15,1011.989,356800.0,99800.0,1838700.0,104099.99999999999,0.61162,1.211,0.953,0.987
818,9.3,13.889999988,72772009.0,59.340450000000004,163.07158333333334,644797.0,644797.0,1374.699,561.15,1059.437,448700.0,99800.0,2250300.0,104900.0,0.9104900000000001,1.802,0.953,0.987
819,1.138,1.543333332,7415714.0,22.768166666666666,112.02258333333333,8565.0,8565.0,940.895,561.15,853.218,133400.0,99800.0,723700.0,101899.99999999999,0.09746,0.328,0.953,0.988
820,2.088,3.086666664,5195417.0,22.428833333333333,113.93096666666666,22626.0,22626.0,857.062,561.15,845.0699999999999,127000.0,99800.0,686300.0,101899.99999999999,0.23197,0.238,0.953,0.988
821,3.144,4.6299999960000005,8380165.999999999,23.112716666666664,118.9746,60364.0,60364.0,867.074,561.15,858.126,138800.0,99800.0,748000.0,102000.0,0.12593000000000001,0.249,0.953,0.988
822,4.161,6.173333328,14725046.0,25.7912,130.19748333333334,113794.0,113794.0,921.638,561.15,884.225,165500.0,99800.0,889200.0,102200.0,0.17500000000000002,0.346,0.953,0.988
823,5.14,7.71666666,21637642.000000004,32.07225,141.7286,175303.0,175303.0,990.222,561.15,915.655,207600.0,99800.0,1105300.0,102600.0,0.2557,0.506,0.953,0.988
824,6.175,9.259999992000001,29795958.0,38.4548,147.30871666666664,246282.0,246282.0,1057.481,561.15,945.899,249800.00000000003,99800.0,1318300.0,103000.0,0.34738,0.688,0.953,0.988
825,7.148,10.803333324,38978650.0,44.63458333333333,152.29104999999998,332140.0,332140.0,1112.388,561.15,969.903,295800.0,99800.0,1546600.0,103499.99999999999,0.44718,0.885,0.953,0.988
826,8.206,12.346666656,50997095.0,51.46026666666666,155.35715,438062.0,438062.0,1209.807,561.15,1011.8299999999999,356700.0,99800.0,1836499.9999999998,104099.99999999999,0.61067,1.209,0.953,0.988
827,9.3,13.889999988,72772545.0,59.340533333333326,163.08406666666667,644791.0,644791.0,1373.8220000000001,561.15,1059.301,448500.00000000006,99800.0,2247700.0,104900.0,0.90944,1.8,0.953,0.988
828,1.138,1.543333332,6973826.0,22.297916666666666,111.76443333333333,6965.0,6965.0,935.757,561.15,851.013,131400.0,99800.0,713200.0,101899.99999999999,0.23789000000000002,0.33,0.953,0.989
829,2.088,3.086666664,5284236.0,22.436383333333332,113.97779999999999,22711.0,22711.0,858.687,561.15,845.346,127299.99999999999,99800.0,687600.0,101899.99999999999,0.23359000000000002,0.24,0.953,0.989
830,3.144,4.6299999960000005,8380316.000000001,23.11273333333333,119.01783333333333,60361.0,60361.0,866.265,561.15,857.978,138800.0,99800.0,747300.0,102000.0,0.12560000000000002,0.249,0.953,0.989
831,4.161,6.173333328,14725056.0,25.7912,130.23116666666667,113808.0,113808.0,920.763,561.15,884.0649999999999,165500.0,99800.0,888299.9999999999,102200.0,0.17457999999999999,0.346,0.953,0.989
832,5.14,7.71666666,21637769.0,32.07228333333333,141.74383333333333,175307.0,175307.0,989.255,561.15,915.4739999999999,207500.00000000003,99800.0,1104100.0,102600.0,0.25514,0.505,0.953,0.989
833,6.175,9.259999992000001,29796193.0,38.4546,147.32586666666666,246333.0,246333.0,1056.391,561.15,945.68,249800.00000000003,99800.0,1317000.0,103000.0,0.34665999999999997,0.686,0.953,0.989
834,7.148,10.803333324,38978325.0,44.6346,152.2994833333333,332170.0,332170.0,1111.367,561.15,969.735,295700.0,99800.0,1544900.0,103499.99999999999,0.44638,0.884,0.953,0.989
835,8.206,12.346666656,50996965.99999999,51.460233333333335,155.36308333333332,438015.0,438015.0,1208.7939999999999,561.15,1011.6709999999999,356600.0,99800.0,1834400.0000000002,104099.99999999999,0.60972,1.207,0.953,0.989
836,9.3,13.889999988,72774047.0,59.34043333333333,163.09666666666666,645031.0,645031.0,1372.9519999999998,561.15,1059.167,448400.0,99800.0,2245000.0,104900.0,0.9084099999999999,1.798,0.953,0.989
837,1.138,1.543333332,5857753.0,22.015216666666667,111.61511666666667,6026.0,6026.0,909.762,561.15,846.578,127800.0,99800.0,692600.0,101899.99999999999,0.30344000000000004,0.303,0.953,0.99
838,2.088,3.086666664,4764019.0,22.408383333333333,114.00255,22389.0,22389.0,844.14,561.15,843.2669999999999,125600.0,99800.0,678300.0,101899.99999999999,0.23433,0.223,0.953,0.99
839,3.144,4.6299999960000005,8380379.999999999,23.11273333333333,119.06096666666667,60369.0,60369.0,865.458,561.15,857.829,138700.0,99800.0,746600.0,102000.0,0.12526,0.248,0.953,0.99
840,4.161,6.173333328,14725139.0,25.791216666666667,130.26498333333333,113809.0,113809.0,919.891,561.15,883.906,165500.0,99800.0,887400.0,102200.0,0.17416,0.345,0.953,0.99
841,5.14,7.71666666,21638087.000000004,32.0723,141.75915,175315.0,175315.0,988.293,561.15,915.295,207500.00000000003,99800.0,1103000.0,102600.0,0.25459,0.504,0.953,0.99
842,6.175,9.259999992000001,29796494.0,38.45448333333333,147.3430833333333,246348.0,246348.0,1055.304,561.15,945.461,249700.0,99800.0,1315600.0,103000.0,0.34595,0.685,0.953,0.99
843,7.148,10.803333324,38977997.0,44.6346,152.30793333333335,332167.0,332167.0,1110.348,561.15,969.567,295600.0,99800.0,1543300.0,103499.99999999999,0.44558000000000003,0.882,0.953,0.99
844,8.206,12.346666656,50996892.0,51.46018333333333,155.36901666666665,438018.0,438018.0,1207.7849999999999,561.15,1011.513,356500.0,99800.0,1832300.0,104099.99999999999,0.60877,1.205,0.953,0.99
845,9.3,13.889999988,72774657.0,59.34055,163.10906666666665,644867.0,644867.0,1372.08,561.15,1059.032,448299.99999999994,99800.0,2242300.0,104900.0,0.90737,1.796,0.953,0.99
846,1.138,1.543333332,4539365.0,21.8597,111.53953333333334,5518.0,5518.0,876.151,561.15,841.458,123800.0,99800.0,669800.0,101899.99999999999,0.33182,0.265,0.953,0.991
847,2.088,3.086666664,4723822.0,22.410916666666665,114.04608333333334,22419.0,22419.0,842.222,561.15,842.7669999999999,125499.99999999999,99800.0,676100.0,101899.99999999999,0.23318000000000003,0.221,0.953,0.991
